Date,T39.SI,S59.SI,U96.SI,A17U.SI,N21.SI,U14.SI,U11.SI,S63.SI,O39.SI,C61U.SI,CC3.SI,MC0.SI,C09.SI,Y92.SI,BN4.SI,S58.SI,D05.SI,C52.SI,C38U.SI,Z74.SI,C31.SI,F34.SI,J36.SI,G13.SI,C07.SI,S51.SI,BS6.SI,H78.SI,E5H.SI,^STI
2016-04-07,3.83,3.483,2.738,2.18263,0.31366,5.58,18.05,3.05,8.30065,1.338,3.047,1.89,8.22,0.116,5.33454,3.86,14.27,2.695,1.971,3.62,2.92534,3.273,56.89,0.8114,38.5366,1.488,0.906,5.92,0.40782,2813.590088
2016-04-08,3.85,3.473,2.805,2.21049,0.32122,5.59,17.84,3.05,8.27238,1.352,3.066,1.91,8.22,0.116,5.38117,3.87,14.19,2.714,2.018,3.62,2.89619,3.254,55.69,0.79691,38.54628,1.532,0.911,5.91,0.39811,2808.320068
2016-04-11,3.85,3.464,2.776,2.24764,0.31744,5.61,17.87,3.04,8.35718,1.352,3.057,1.905,8.2,0.115,5.40915,3.86,14.24,2.686,2.009,3.57,2.93506,3.273,56.08,0.79691,37.96489,1.527,0.906,5.95,0.39325,2809.23999
2016-04-12,3.84,3.502,2.747,2.24764,0.32122,5.55,18,3.03,8.34775,1.338,3.057,1.885,8.49,0.115,5.39982,3.84,14.26,2.657,2.009,3.6,2.94478,3.292,56.25,0.79691,38.59474,1.512,0.906,5.95,0.39325,2814.649902
2016-04-13,3.89,3.522,2.938,2.29408,0.33256,5.63,18.51,3.11,8.59272,1.342,3.122,1.9,8.52,0.116,5.65163,3.89,14.63,2.752,2.028,3.72,3.00309,3.341,55.68,0.82106,40.33891,1.77,0.935,6.16,0.40296,2890.409912
2016-04-14,3.92,3.531,2.929,2.29408,0.32878,5.67,18.91,3.1,8.72463,1.338,3.122,1.914,8.51,0.115,5.70758,3.9,14.82,2.743,2.028,3.71,3.04197,3.36,55.83,0.82106,41.32728,1.76,0.973,6.21,0.40296,2913.929932
2016-04-15,3.94,3.56,2.91,2.34052,0.325,5.78,18.9,3.16,8.75289,1.347,3.122,1.905,8.63,0.115,5.70758,3.92,14.9,2.743,2.056,3.74,3.04197,3.379,55.85,0.82589,41.47262,1.751,0.983,6.13,0.40782,2923.939941
2016-04-18,3.95,3.56,2.852,2.33123,0.32878,5.82,18.76,3.16,8.74347,1.338,3.14,1.89,8.57,0.115,5.59567,3.91,14.83,2.761,2.047,3.76,3.07113,3.36,56.14,0.82106,41.91836,1.697,0.959,6.13,0.40296,2917.75
2016-04-19,3.94,3.619,2.957,2.34052,0.3439,5.96,19.12,3.22,8.84711,1.352,3.112,1.91,8.66,0.116,5.66095,3.88,15.01,2.771,2.018,3.86,3.12944,3.398,56.13,0.83072,42.42223,1.765,0.964,6.27,0.40296,2951.810059
2016-04-20,3.96,3.589,2.919,2.32194,0.33634,5.93,19.11,3.24,8.84711,1.361,3.094,1.9,8.75,0.115,5.58634,3.92,15.05,2.78,2.009,3.85,3.08084,3.398,55.74,0.84038,43.36215,1.799,0.964,6.23,0.40782,2949.949951
2016-04-21,3.98,3.638,2.938,2.34052,0.34767,5.97,19.05,3.27,8.90364,1.38,3.122,1.91,8.86,0.115,5.59567,3.98,15.01,2.79,2.035,3.87,3.11972,3.437,58.48,0.8597,42.60634,1.819,0.973,6.3,0.41753,2960.780029
2016-04-22,3.99,3.677,2.919,2.32194,0.34767,5.94,18.92,3.21,8.84711,1.394,3.15,1.885,8.77,0.116,5.51822,3.94,14.95,2.743,1.997,3.87,3.11,3.437,57.58,0.83555,42.53851,1.789,0.973,6.29,0.41267,2940.429932
2016-04-25,3.97,3.628,2.841,2.28479,0.34012,5.83,18.79,3.11,8.74347,1.375,3.122,1.856,8.52,0.116,5.373,3.94,14.85,2.714,2.006,3.79,3.09,3.427,55.79,0.80657,41.47262,1.702,0.949,6.28,0.40287,2900.280029
2016-04-26,3.98,3.657,2.812,2.31266,0.34767,5.87,18.67,3.12,8.70504,1.366,3.131,1.885,8.44,0.117,5.3246,3.88,14.83,2.714,2.054,3.83,3.11,3.456,54.8,0.79691,41.24976,1.648,0.949,6.32,0.39795,2894.659912
2016-04-27,3.94,3.677,2.851,2.27551,0.34767,5.84,18.51,3.09,8.63778,1.338,3.103,1.89,8.4,0.12,5.33428,3.86,14.75,2.705,1.997,3.75,3.17,3.514,54.12,0.82106,39.72845,1.643,0.954,6.32,0.39795,2874.719971
2016-04-28,3.93,3.706,2.841,2.29408,0.3439,5.85,18.48,3.04,8.55131,1.342,3.122,1.876,8.23,0.122,5.33428,4.02,14.6,2.695,2.025,3.76,3.15,3.534,53.31,0.80174,38.99202,1.658,0.949,6.23,0.38813,2862.300049
2016-04-29,3.91,3.667,2.812,2.28479,0.34767,5.86,18.24,3.08,8.4264,1.347,3.113,1.856,8.16,0.12,5.22779,3.96,14.45,2.733,1.987,3.76,3.11,3.582,53.07,0.78725,37.42226,1.643,0.945,6.18,0.39304,2838.52002
2016-05-03,3.92,3.696,2.744,2.28479,0.325,5.77,18.04,3.05,8.26306,1.333,3.122,1.847,8.11,0.117,5.22779,4.05,14.52,2.686,1.968,3.73,3.08,3.505,52.97,0.77759,35.80405,1.613,0.935,6.12,0.38322,2811.199951
2016-05-04,3.84,3.667,2.675,2.21978,0.32122,5.74,17.93,2.93,8.1958,1.324,3.103,1.803,8.16,0.117,5.08257,3.96,14.52,2.657,1.929,3.66,3.03,3.389,52.8,0.75827,35.05793,1.564,0.925,6,0.3783,2773.070068
2016-05-05,3.82,3.638,2.763,2.22907,0.32122,5.72,17.75,3.1,8.10933,1.328,3.103,1.813,8.14,0.315,5.14066,4.05,14.48,2.657,1.958,3.68,3.05,3.408,53.45,0.77305,35.087,1.584,0.93,6.03,0.37339,2767.810059
2016-05-06,3.78,3.677,2.646,2.23835,0.3061,5.61,17.44,3.01,8.00364,1.324,3.122,1.754,7.9,0.321,5.03417,4.05,14.34,2.667,1.968,3.66,2.98,3.413,52.54,0.7435,33.97267,1.545,0.905,5.87,0.36356,2730.800049
2016-05-09,3.86,3.677,2.646,2.26622,0.26453,5.59,17.53,3.07,8.09972,1.309,3.178,1.745,7.99,0.321,5.08257,4.19,14.38,2.677,2.045,3.79,2.98,3.423,53.34,0.75335,34.54437,1.554,0.895,6.01,0.37339,2766.060059
2016-05-10,3.79,3.667,2.617,2.26622,0.27209,5.52,17.38,3.02,7.97482,1.328,3.141,1.725,7.93,0.324,5.0148,4.21,14.28,2.677,1.987,3.73,3,3.344,52.78,0.74843,33.31376,1.515,0.91,6.07,0.35865,2741.149902
2016-05-11,3.79,3.677,2.598,2.29738,0.26453,5.49,17.22,3.03,8.00364,1.314,3.16,1.711,7.94,0.332,4.95672,4.24,14.15,2.677,1.987,3.74,2.98,3.227,51.15,0.74843,32.97461,1.495,0.9,5.97,0.35865,2732.870117
2016-05-12,3.84,3.677,2.598,2.26902,0.27209,5.55,17.3,3,8.00364,1.314,3.198,1.701,7.87,0.326,4.98576,4.23,14.34,2.667,1.997,3.79,3.01,3.227,51.18,0.78782,32.96478,1.515,0.91,5.93,0.35374,2745.389893
2016-05-13,3.83,3.667,2.549,2.21229,0.24564,5.58,17.42,2.95,8.01325,1.305,3.227,1.677,7.97,0.326,4.95672,4.21,14.4,2.696,1.968,3.78,3.01,3.187,52.15,0.77305,31.52853,1.505,0.92,5.9,0.36356,2734.909912
2016-05-16,3.81,3.657,2.53,2.21229,0.24186,5.49,17.25,3.03,7.96521,1.305,3.236,1.696,7.9,0.36,4.94704,4.25,14.4,2.715,1.977,3.77,2.99,3.168,51.71,0.75827,31.7056,1.49,0.905,5.9,0.35865,2736.060059
2016-05-17,3.84,3.686,2.675,2.22174,0.24942,5.64,17.61,3.06,8.12855,1.319,3.265,1.764,8.36,0.38,5.24715,4.29,14.57,2.686,1.987,3.8,3.02,3.217,51.82,0.7435,33.16152,1.604,0.92,5.86,0.36356,2781.110107
2016-05-18,3.87,3.686,2.724,2.19338,0.23808,5.6,17.62,3.06,8.11894,1.328,3.303,1.847,8.08,0.389,5.18906,4.23,14.54,2.638,1.997,3.77,2.99,3.217,52.45,0.73365,32.6008,1.579,0.895,5.96,0.34882,2777.110107
2016-05-19,3.82,3.677,2.646,2.14611,0.24186,5.49,17.4,2.95,8.09011,1.3,3.313,1.788,7.93,0.371,5.05353,4.19,14.48,2.667,1.968,3.71,2.96,3.187,51.61,0.71396,31.67609,1.525,0.89,5.92,0.34882,2740.110107
2016-05-20,3.87,3.657,2.734,2.18393,0.2343,5.6,17.59,3.03,8.11894,1.3,3.293,1.769,8.08,0.38,5.18906,4.29,14.59,2.648,1.968,3.74,2.99,3.197,51.5,0.71396,31.7843,1.564,0.905,5.91,0.35374,2763.820068
2016-05-23,3.85,3.648,2.695,2.20284,0.2343,5.51,17.69,3,8.14776,1.295,3.303,1.74,8.2,0.374,5.13098,4.1,14.67,2.648,1.987,3.77,2.96,3.246,51.32,0.70904,31.77446,1.549,0.905,5.91,0.36848,2766.929932
2016-05-24,3.84,3.628,2.666,2.18393,0.23052,5.48,17.56,2.97,8.0709,1.305,3.322,1.716,8.04,0.387,5.06321,4.13,14.62,2.629,1.968,3.71,2.94,3.207,51.25,0.69919,31.57772,1.515,0.91,5.92,0.35865,2750.22998
2016-05-25,3.86,3.609,2.685,2.19338,0.23052,5.54,17.68,2.99,8.13816,1.319,3.36,1.73,8.11,0.382,5.10193,4.06,14.77,2.657,1.968,3.72,2.96,3.207,51.91,0.70411,32.26633,1.515,0.905,5.98,0.36356,2766.659912
2016-05-26,3.82,3.657,2.714,2.19338,0.2343,5.58,17.7,3.01,8.16698,1.333,3.332,1.721,8.23,0.384,5.22779,4.02,14.78,2.648,1.958,3.76,2.94,3.227,52.09,0.69919,33.06315,1.535,0.91,5.95,0.36848,2773.310059
2016-05-27,3.82,3.667,2.734,2.19338,0.23052,5.56,17.85,3.07,8.22463,1.328,3.36,1.735,8.25,0.389,5.25683,4.03,14.99,2.667,1.968,3.83,2.98,3.276,53.26,0.72381,33.1025,1.535,0.925,5.98,0.37339,2802.51001
2016-05-30,3.82,3.677,2.753,2.19338,0.21163,5.57,17.85,3.06,8.21502,1.338,3.36,1.759,8.17,0.382,5.30524,4.06,15,2.667,1.958,3.8,2.97,3.227,53.74,0.74843,33.4468,1.525,0.925,5.88,0.37339,2796.75
2016-05-31,3.78,3.667,2.714,2.16502,0.22297,5.56,17.86,3.09,8.28228,1.309,3.37,1.754,8.09,0.38,5.20843,4.01,14.95,2.638,1.949,3.77,2.99,3.256,54.7,0.72873,33.25006,1.525,0.915,5.87,0.38322,2791.060059
2016-06-01,3.8,3.715,2.695,2.18393,0.21541,5.55,17.92,3.03,8.23424,1.324,3.37,1.74,8.26,0.391,5.1213,4.04,14.95,2.6,1.939,3.79,2.98,3.266,54.36,0.7435,32.46307,1.51,0.925,5.87,0.37339,2790.540039
2016-06-02,3.78,3.735,2.705,2.17447,0.22674,5.48,17.92,3.03,8.26306,1.309,3.418,1.735,8.35,0.402,5.13098,3.99,14.94,2.648,1.92,3.79,2.97,3.325,53.6,0.7435,32.42372,1.53,0.925,5.87,0.38322,2795.090088
2016-06-03,3.78,3.744,2.724,2.18393,0.19651,5.51,17.94,3.05,8.33032,1.324,3.437,1.735,8.7,0.402,5.20843,3.96,14.95,2.638,1.949,3.8,3.02,3.286,52.73,0.7435,32.75819,1.545,0.91,5.85,0.39304,2809.22998
2016-06-06,3.85,3.754,2.734,2.2312,0.17762,5.5,18.31,3.06,8.41679,1.333,3.484,1.745,8.69,0.397,5.20843,3.99,15.14,2.657,1.958,3.85,3.04,3.315,53.16,0.73858,33.27957,1.554,0.91,5.87,0.3783,2831.280029
2016-06-07,3.84,3.754,2.821,2.22174,0.18895,5.5,18.46,3.09,8.47444,1.333,3.437,1.759,8.89,0.395,5.28587,3.99,15.23,2.638,1.958,3.85,3.08,3.354,54.11,0.75335,34.1846,1.658,0.925,5.9,0.38813,2848.090088
2016-06-08,3.85,3.744,2.938,2.21229,0.20029,5.51,18.61,3.06,8.49366,1.333,3.523,1.759,8.74,0.402,5.54726,3.98,15.37,2.638,1.968,3.86,3.09,3.344,53.24,0.75335,33.88948,1.697,0.925,5.92,0.38813,2862.379883
2016-06-09,3.85,3.735,2.87,2.21229,0.20029,5.49,18.37,3.04,8.39758,1.328,3.465,1.793,8.69,0.391,5.5279,3.96,15.34,2.629,1.958,3.85,3.05,3.335,53.18,0.74843,33.70257,1.682,0.91,5.92,0.37339,2843.800049
2016-06-10,3.82,3.735,2.802,2.19338,0.18895,5.44,18.25,3,8.33032,1.328,3.408,1.764,8.66,0.397,5.41173,3.91,15.33,2.619,1.958,3.8,3.03,3.305,53.74,0.72873,32.73852,1.633,0.91,5.92,0.37339,2822.969971
2016-06-13,3.77,3.686,2.753,2.20284,0.1814,5.35,17.94,3.06,8.12855,1.309,3.418,1.745,8.57,0.391,5.22779,3.98,15.11,2.552,1.949,3.76,2.99,3.266,53.26,0.71888,32.61064,1.589,0.89,5.86,0.35865,2785.429932
2016-06-14,3.71,3.686,2.724,2.19338,0.17762,5.34,17.76,3.01,8.09972,1.309,3.389,1.73,8.54,0.393,5.15034,3.95,15.09,2.552,1.958,3.7,2.96,3.236,52.35,0.71396,32.30568,1.569,0.895,5.88,0.35865,2768.330078
2016-06-15,3.72,3.648,2.744,2.17447,0.17384,5.31,17.79,2.98,8.11894,1.305,3.398,1.735,8.66,0.395,5.21811,3.95,15.19,2.552,1.939,3.71,2.99,3.246,52.42,0.71888,32.76803,1.564,0.895,5.84,0.35865,2774.25
2016-06-16,3.68,3.619,2.666,2.17447,0.17006,5.28,17.6,2.96,8.02286,1.309,3.418,1.725,8.69,0.4,5.1213,3.98,15.06,2.58,1.939,3.68,2.96,3.227,52.78,0.70904,31.91218,1.525,0.88,5.8,0.34391,2751.560059
2016-06-17,3.67,3.551,2.695,2.2312,0.17384,5.31,17.57,3.02,8.03246,1.324,3.408,1.745,8.74,0.4,5.18906,4.02,15.05,2.59,1.968,3.69,2.99,3.227,53.13,0.70904,31.77446,1.525,0.89,5.89,0.339,2763.419922
2016-06-20,3.77,3.56,2.782,2.22174,0.1625,5.34,17.92,3.02,8.22463,1.324,3.456,1.75,8.6,0.397,5.30524,4.02,15.39,2.629,1.968,3.75,3.02,3.266,53.26,0.71888,32.32535,1.574,0.885,5.89,0.35865,2800.870117
2016-06-21,3.7,3.551,2.763,2.19338,0.17006,5.33,17.88,2.99,8.21502,1.333,3.456,1.735,8.64,0.395,5.26651,4,15.46,2.629,1.939,3.74,3.01,3.236,53.73,0.71396,32.3647,1.554,0.885,5.85,0.34882,2789.449951
2016-06-22,3.71,3.58,2.782,2.20284,0.16628,5.34,17.82,2.97,8.1958,1.338,3.465,1.745,8.64,0.389,5.25683,4.03,15.42,2.629,1.949,3.75,2.98,3.217,53.96,0.70904,32.58112,1.549,0.91,5.85,0.34391,2786.129883
2016-06-23,3.73,3.58,2.782,2.19338,0.16628,5.32,17.91,2.99,8.24385,1.314,3.465,1.764,8.58,0.397,5.27619,4.02,15.38,2.638,1.939,3.77,2.98,3.227,53.71,0.71396,32.99429,1.549,0.9,5.86,0.34882,2793.850098
2016-06-24,3.63,3.522,2.685,2.17447,0.1625,5.2,17.5,2.91,8.05168,1.314,3.379,1.725,8.21,0.389,5.13098,3.94,14.96,2.571,1.92,3.72,2.89,3.168,52.11,0.68934,32.3647,1.53,0.875,5.86,0.33408,2735.389893
2016-06-27,3.62,3.541,2.685,2.24065,0.1625,5.15,17.27,2.9,8.01325,1.347,3.418,1.696,7.9,0.393,5.11161,3.96,14.72,2.58,1.977,3.79,2.88,3.148,52.37,0.68934,32.06958,1.5,0.865,5.79,0.32917,2729.850098
2016-06-28,3.7,3.57,2.705,2.29738,0.18,5.2,17.34,2.96,8.06129,1.371,3.57,1.711,8.07,0.387,5.13098,3.97,14.76,2.571,2.025,3.89,2.94,3.178,54.36,0.68934,32.95494,1.515,0.87,5.78,0.339,2756.530029
2016-06-29,3.77,3.56,2.734,2.32574,0.176,5.26,17.61,2.96,8.15737,1.371,3.58,1.725,8.1,0.395,5.23747,3.96,14.98,2.59,2.093,3.94,3.01,3.168,54.7,0.69426,34.9224,1.52,0.89,5.83,0.32917,2792.72998
2016-06-30,3.87,3.56,2.744,2.34465,0.2,5.34,18.06,3.02,8.34954,1.389,3.618,1.75,8.04,0.395,5.3246,3.97,15.2,2.648,2.045,4.02,3.07,3.197,55.96,0.71396,35.90613,1.525,0.895,5.92,0.34391,2840.929932
2016-07-01,3.85,3.551,2.744,2.32574,0.196,5.4,18.16,2.99,8.40719,1.413,3.609,1.75,8.03,0.395,5.33428,4.07,15.14,2.648,2.083,4.03,3.08,3.217,55.68,0.72381,35.31589,1.52,0.89,6,0.34391,2846.370117
2016-07-04,3.9,3.551,2.831,2.36356,0.188,5.43,18.18,3.05,8.4264,1.441,3.628,1.764,8.02,0.41,5.39237,4.05,15.22,2.734,2.102,4.04,3.05,3.256,55.51,0.75335,35.74873,1.554,0.9,5.99,0.35865,2870.560059
2016-07-05,3.88,3.57,2.802,2.3352,0.205,5.44,18.12,3.05,8.45523,1.437,3.58,1.754,8.01,0.408,5.373,4.06,15.19,2.696,2.083,4.04,2.99,3.246,55.28,0.75335,35.35524,1.535,0.9,6.03,0.35374,2864.669922
2016-07-07,3.93,3.609,2.763,2.3541,0.184,5.46,17.82,3.07,8.44562,1.451,3.628,1.774,7.94,0.415,5.40205,4.15,15.12,2.725,2.083,4.06,2.99,3.217,55.17,0.75335,35.18801,1.525,0.89,5.94,0.34391,2862.169922
2016-07-08,3.9,3.56,2.744,2.31629,0.169,5.45,17.8,3.05,8.39758,1.427,3.618,1.774,7.91,0.417,5.30524,4.16,15.14,2.677,2.073,4.03,2.99,3.207,55.12,0.7435,35.02077,1.51,0.88,5.93,0.339,2847.040039
2016-07-11,3.93,3.58,2.773,2.30683,0.164,5.45,18.01,3.14,8.44562,1.446,3.685,1.813,8.04,0.415,5.34396,4.15,15.23,2.715,2.093,4.12,3.03,3.207,55.37,0.74843,35.5815,1.51,0.9,5.94,0.339,2876.139893
2016-07-12,3.94,3.609,2.792,2.34465,0.174,5.45,18.18,3.18,8.51288,1.46,3.733,1.832,8.16,0.417,5.39237,4.2,15.29,2.744,2.083,4.2,3.05,3.236,55.66,0.7632,36.06352,1.525,0.905,5.94,0.339,2901.820068
2016-07-13,3.94,3.628,2.821,2.31629,0.167,5.52,18.28,3.23,8.5417,1.451,3.742,1.827,8.43,0.417,5.39237,4.24,15.42,2.84,2.073,4.15,3.07,3.227,56.31,0.7632,36.34881,1.53,0.905,5.99,0.35374,2910.649902
2016-07-14,3.94,3.628,2.831,2.29738,0.166,5.53,18.26,3.21,8.51288,1.451,3.733,1.822,8.35,0.419,5.41173,4.22,15.39,2.84,2.083,4.14,3.05,3.266,55.3,0.77305,36.19141,1.52,0.9,5.96,0.35374,2906.919922
2016-07-15,3.98,3.657,2.86,2.30683,0.17,5.56,18.37,3.23,8.58013,1.479,3.761,1.842,8.52,0.413,5.44077,4.25,15.55,2.898,2.073,4.17,3.09,3.246,56.08,0.79274,35.29622,1.525,0.91,5.97,0.34882,2925.350098
2016-07-18,3.77,3.638,2.88,2.34465,0.173,5.55,18.56,3.23,8.64739,1.488,3.694,1.876,8.54,0.417,5.42141,4.17,15.62,2.792,2.093,4.13,3.1,3.286,55.66,0.80259,35.38475,1.54,0.9,5.98,0.35374,2928.76001
2016-07-19,3.69,3.638,2.782,2.3541,0.167,5.56,18.43,3.22,8.58013,1.479,3.733,1.871,8.42,0.428,5.38268,4.14,15.56,2.84,2.083,4.13,3.08,3.286,55.84,0.77797,36.39799,1.505,0.89,5.99,0.34882,2919.540039
2016-07-20,3.72,3.667,2.831,2.3541,0.172,5.56,18.59,3.26,8.64739,1.47,3.78,1.871,8.46,0.443,5.42141,4.18,15.66,2.831,2.102,4.19,3.1,3.099,56.89,0.79274,36.71279,1.51,0.895,6.3,0.34391,2945.73999
2016-07-21,3.65,3.706,2.821,2.3541,0.171,5.57,18.63,3.24,8.62817,1.47,3.771,1.88,8.66,0.434,5.40205,4.2,15.72,2.783,2.131,4.12,3.1,3.05,55.18,0.79766,36.56523,1.5,0.895,6.47,0.35374,2940.47998
2016-07-22,3.67,3.657,2.812,2.39192,0.171,5.61,18.68,3.24,8.62817,1.451,3.771,1.914,8.77,0.441,5.3246,4.23,15.71,2.734,2.112,4.19,3.13,3.021,55.22,0.79274,36.47669,1.456,0.9,6.34,0.35374,2945.350098
2016-07-25,3.68,3.657,2.831,2.3352,0.168,5.65,18.47,3.21,8.50327,1.432,3.771,1.9,8.79,0.436,5.29555,4.36,15.66,2.677,2.064,4.17,3.18,3.04,55.55,0.78782,36.09304,1.436,0.895,6.32,0.35374,2929.850098
2016-07-26,3.67,3.628,2.831,2.42028,0.165,5.65,18.49,3.18,8.49366,1.474,3.733,1.885,8.66,0.45,5.26651,4.29,15.63,2.715,2.112,4.21,3.16,2.991,55.22,0.7632,35.85694,1.436,0.89,6.35,0.35865,2933.439941
2016-07-27,3.69,3.648,2.851,2.40138,0.169,5.72,18.57,3.23,8.50327,1.474,3.742,1.885,8.64,0.45,5.31564,4.28,15.68,2.734,2.064,4.2,3.19,3.021,55.66,0.77305,37.26368,1.436,0.895,6.39,0.36848,2941.48999
2016-07-28,3.67,3.707,2.773,2.39192,0.166,5.7,18.33,3.16,8.45523,1.47,3.771,1.88,8.58,0.447,5.22721,4.37,15.32,2.715,2.081,4.18,3.18,3.021,56.24,0.77305,37.28335,1.412,0.9,6.46,0.35374,2918.620117
2016-07-29,3.7,3.658,2.695,2.31629,0.162,5.65,17.84,3.15,8.26306,1.46,3.742,1.856,8.41,0.45,5.15843,4.32,14.86,2.715,2.081,4.07,3.17,3.031,56.91,0.77305,38.59171,1.387,0.87,6.22,0.35374,2868.689941
2016-08-01,3.76,3.687,2.753,2.38247,0.162,5.79,17.93,3.21,8.32071,1.479,3.771,1.885,8.68,0.458,5.20756,4.35,14.82,2.725,2.09,4.07,3.25,3.04,55.47,0.79766,40.97234,1.372,0.885,6.11,0.36356,2892.52002
2016-08-02,3.73,3.697,2.705,2.36356,0.133,5.72,17.74,3.16,8.25345,1.474,3.761,1.895,8.55,0.456,5.16826,4.41,14.61,2.686,2.1,4.05,3.2,3.031,55.66,0.78289,41.97574,1.328,0.89,6.08,0.35865,2856.669922
2016-08-03,3.72,3.678,2.666,2.32574,0.132,5.72,17.59,3.19,8.19457,1.474,3.704,1.89,8.49,0.456,5.1093,4.44,14.56,2.696,2.061,4.06,3.15,2.991,55.39,0.77305,40.23454,1.304,0.885,5.96,0.35374,2827.580078
2016-08-04,3.78,3.668,2.646,2.38247,0.145,5.72,17.61,3.21,8.15532,1.484,3.742,1.885,8.56,0.445,5.17808,4.48,14.51,2.686,2.09,4.08,3.18,2.972,55.58,0.78289,40.57884,1.313,0.875,5.95,0.35374,2831.959961
2016-08-05,3.75,3.687,2.598,2.39021,0.154,5.71,17.58,3.2,8.15532,1.484,3.752,1.92,8.69,0.443,5.1093,4.55,14.3,2.686,2.081,4.07,3.22,2.981,55.3,0.7435,41.02152,1.304,0.87,6.12,0.35865,2828.169922
2016-08-08,3.76,3.727,2.637,2.37085,0.156,5.71,17.71,3.23,8.33196,1.513,3.704,1.955,8.65,0.452,5.15843,4.58,14.51,2.763,2.139,4.2,3.24,2.981,55.43,0.74843,42.39874,1.299,0.82,6.25,0.36356,2870.780029
2016-08-10,3.77,3.757,2.637,2.37085,0.148,5.69,17.7,3.29,8.32215,1.523,3.82,1.965,8.78,0.447,5.15843,4.56,14.45,2.84,2.12,4.2,3.26,3.031,55.47,0.74843,42.08395,1.279,0.83,6.42,0.35865,2875.570068
2016-08-11,3.74,3.796,2.646,2.36118,0.155,5.59,17.52,3.27,8.30252,1.523,3.685,1.95,8.76,0.447,5.15843,4.64,14.42,2.812,2.12,4.27,3.22,3.031,56.52,0.7435,41.81834,1.348,0.785,6.34,0.36848,2869.820068
2016-08-12,3.74,3.796,2.666,2.3515,0.148,5.63,17.57,3.27,8.27308,1.528,3.762,1.93,8.69,0.445,5.16826,4.76,14.51,2.754,2.09,4.25,3.21,3.021,57.77,0.7435,42.61516,1.348,0.77,6.39,0.36356,2867.399902
2016-08-15,3.75,3.826,2.666,2.3515,0.143,5.63,17.65,3.2,8.33196,1.504,3.743,1.93,8.67,0.45,5.22721,4.74,14.63,2.783,2.12,4.31,3.16,3.04,58.05,0.7435,41.89704,1.353,0.78,6.37,0.36356,2867.209961
2016-08-16,3.73,3.826,2.676,2.37085,0.147,5.53,17.55,3.18,8.31234,1.508,3.723,1.915,8.57,0.45,5.20756,4.78,14.58,2.802,2.12,4.27,3.14,3.089,57.15,0.73365,42.34956,1.343,0.785,6.34,0.3783,2858.800049
2016-08-17,3.76,3.816,2.656,2.38053,0.142,5.53,17.56,3.14,8.28289,1.508,3.704,1.91,8.64,0.443,5.16826,4.71,14.52,2.792,2.1,4.21,3.13,3.05,58.12,0.72873,43.2841,1.323,0.79,6.29,0.36356,2843.350098
2016-08-18,3.7,3.846,2.646,2.38053,0.138,5.55,17.56,3.15,8.26327,1.513,3.704,1.9,8.62,0.443,5.18791,4.74,14.56,2.775,2.071,4.2,3.09,3.065,58.05,0.7435,44.16946,1.298,0.79,6.25,0.35374,2836.97998
2016-08-19,3.74,3.826,2.685,2.3515,0.132,5.53,17.56,3.19,8.29271,1.523,3.723,1.895,8.66,0.445,5.20756,4.74,14.66,2.756,2.11,4.19,3.09,3.055,58.43,0.74843,43.17589,1.318,0.795,6.35,0.35865,2844.02002
2016-08-22,3.71,3.806,2.705,2.34182,0.131,5.53,17.6,3.21,8.30252,1.513,3.627,1.895,8.51,0.443,5.27634,4.74,14.64,2.765,2.081,4.19,3.08,3.075,58.12,0.74843,42.7037,1.323,0.79,6.28,0.35865,2841.189941
2016-08-23,3.73,3.806,2.695,2.37085,0.129,5.53,17.69,3.23,8.32215,1.494,3.665,1.915,8.61,0.546,5.28616,4.77,14.76,2.746,2.1,4.22,3.07,3.065,59.49,0.73858,42.39874,1.318,0.79,6.25,0.36356,2850.429932
2016-08-24,3.74,3.816,2.745,2.39021,0.129,5.6,17.88,3.2,8.46936,1.513,3.617,1.92,8.68,0.535,5.30581,4.81,14.97,2.756,2.11,4.24,3.14,3.055,58.91,0.7435,42.58644,1.328,0.795,6.29,0.35865,2869.570068
2016-08-25,3.78,3.826,2.715,2.37085,0.128,5.54,18.08,3.18,8.50861,1.513,3.675,1.895,8.73,0.54,5.29599,4.79,15.03,2.756,2.12,4.27,3.15,3.045,58.14,0.73858,42.65559,1.313,0.785,6.23,0.34882,2876.929932
2016-08-26,3.71,3.806,2.725,2.38053,0.129,5.52,18.05,3.16,8.45954,1.508,3.607,1.855,8.63,0.535,5.27634,4.76,14.86,2.775,2.1,4.22,3.12,3.035,58.4,0.7435,42.48765,1.308,0.785,6.27,0.34882,2857.649902
2016-08-29,3.7,3.816,2.685,2.36118,0.124,5.44,18,3.09,8.42029,1.494,3.569,1.835,8.55,0.535,5.17808,4.84,14.79,2.765,2.051,4.12,3.08,3.016,57.95,0.72381,40.83793,1.293,0.775,6.22,0.34882,2829.429932
2016-08-30,3.71,3.796,2.676,2.37085,0.123,5.43,17.98,3.13,8.41048,1.499,3.607,1.835,8.51,0.538,5.13878,4.8,14.81,2.756,2.081,4.1,3.07,3.025,58.28,0.71396,41.28247,1.288,0.765,6.24,0.34882,2828.389893
2016-08-31,3.69,3.776,2.685,2.37085,0.119,5.44,18.01,3.14,8.4301,1.499,3.54,1.815,8.42,0.538,5.08965,4.65,14.75,2.765,2.1,4.02,3.07,3.045,57.8,0.70904,41.98384,1.268,0.765,6.37,0.35374,2820.590088
